midi_file,split,composer
"Chopin, Frédéric, Hexaméron: Variation No.6, upfyIUP6U9Y.mid",train,"Chopin, Frédéric"
"Chopin, Frédéric, Bourrée No.2, B.160b2, 1IZLSFpe1II.mid",train,"Chopin, Frédéric"
"Chopin, Frédéric, Mazurkas, Op.67, _60cemeCu6E.mid",train,"Chopin, Frédéric"
"Chopin, Frédéric, Waltz in E-flat major, B.133, XXkdfIjzbxM.mid",train,"Chopin, Frédéric"
"Chopin, Frédéric, Nocturnes, Op.15, lin5uA0LSaM.mid",train,"Chopin, Frédéric"
"Chopin, Frédéric, Waltz in A-flat major, B.21, w_vk12F4hvs.mid",train,"Chopin, Frédéric"
"Chopin, Frédéric, Andantino, B.117, 9PMZC5HtB1E.mid",train,"Chopin, Frédéric"
"Chopin, Frédéric, Allegretto and Mazurka, bFkqrrBUFA4.mid",train,"Chopin, Frédéric"
"Chopin, Frédéric, Mazurka in D major, B.31, Ho3ik--3T9c.mid",train,"Chopin, Frédéric"
"Chopin, Frédéric, Nocturnes, Op.48, -7mntyrW3HU.mid",train,"Chopin, Frédéric"
"Chopin, Frédéric, Waltz in E minor, B.56, ETcsMMq9LYE.mid",train,"Chopin, Frédéric"
"Chopin, Frédéric, Nocturne in C-sharp minor, B.49, 0TzE2ivdbBA.mid",train,"Chopin, Frédéric"
"Chopin, Frédéric, 2 Mazurkas, B.16, NtzP_wuR1iQ.mid",train,"Chopin, Frédéric"
"Chopin, Frédéric, Nocturnes, Op.9, 9E6b3swbnWg.mid",train,"Chopin, Frédéric"
"Chopin, Frédéric, Berceuse, Op.57, FZtBwlxL0Aw.mid",train,"Chopin, Frédéric"
"Chopin, Frédéric, Mazurkas, Op.63, 8wa4w6lfrpw.mid",train,"Chopin, Frédéric"
"Chopin, Frédéric, Polonaise in A-flat major, B.5, jBFafivFoTQ.mid",train,"Chopin, Frédéric"
"Czerny, Carl, Schule des Virtuosen, Op.365, mdf3-gHeiwo.mid",train,"Czerny, Carl"
"Czerny, Carl, Nocturne, Op.647, pdL0_e-4N7c.mid",train,"Czerny, Carl"
"Czerny, Carl, Piano Sonata No.1, Op.7, oPchef7DpS0.mid",train,"Czerny, Carl"
"Czerny, Carl, 6 Études de salon, Op.754, jOInV9gFUtY.mid",train,"Czerny, Carl"
"Czerny, Carl, 24 Piano Studies for the Left Hand, Op.718, TmhYcLynKSk.mid",train,"Czerny, Carl"
"Czerny, Carl, March in D minor, zoWBrkVebqk.mid",train,"Czerny, Carl"
"Czerny, Carl, Le Perfectionnement, Op.755, 3Od9PU5bEe0.mid",train,"Czerny, Carl"
"Czerny, Carl, 50 Grandi Studi di Perfezionamento, Op.409, YI8et9h8B0E.mid",train,"Czerny, Carl"
"Czerny, Carl, Das moderne Klavierspiel, Op.837, 9YJlw-o7DUM.mid",train,"Czerny, Carl"
"Czerny, Carl, Impromptu Fugué, Op.776, KcP0E7l8cB8.mid",train,"Czerny, Carl"
"Czerny, Carl, 10 Petits rondeaux, Op.316, DCSVCIGlvqk.mid",train,"Czerny, Carl"
"Czerny, Carl, 6 Leichte Stücke, Op.842, tFjYpf6PRzI.mid",train,"Czerny, Carl"
"Czerny, Carl, Andante in C major, s5VnW5ACfbk.mid",train,"Czerny, Carl"
"Czerny, Carl, 110 Progressive Excercises, Op.453, RfCjHjj6Zxw.mid",train,"Czerny, Carl"
"Czerny, Carl, Rondo in F major, Op.260, pZr7gsJqtvQ.mid",train,"Czerny, Carl"
"Czerny, Carl, Practical Exercises for Beginners, Op.599, jORfbgDFh-Q.mid",train,"Czerny, Carl"
"Czerny, Carl, Allegretto in G major, D-cfv4oI2Ig.mid",train,"Czerny, Carl"
"Czerny, Carl, 100 Progressive Recreations, jSNe61LwBtc.mid",train,"Czerny, Carl"
"Czerny, Carl, The Art of Finger Dexterity, Op.740, rREFCB6O1jY.mid",train,"Czerny, Carl"
"Fauré, Gabriel, Barcarolle No.7, Op.90, DicYMZI9JN8.mid",train,"Fauré, Gabriel"
"Fauré, Gabriel, Impromptu No.2, Op.31, QOicrylsLTU.mid",train,"Fauré, Gabriel"
"Fauré, Gabriel, Barcarolle No.3, Op.42, 3okNtsw_rb0.mid",train,"Fauré, Gabriel"
"Fauré, Gabriel, Mazurka, Op.32, D0ntPiyp1LM.mid",train,"Fauré, Gabriel"
"Fauré, Gabriel, Nocturne No.10, Op.99, 2ZSodX_c4VE.mid",train,"Fauré, Gabriel"
"Fauré, Gabriel, Nocturne No.6, Op.63, 9s5E7ry50vs.mid",train,"Fauré, Gabriel"
"Fauré, Gabriel, Nocturne No.13, Op.119, c3lbIbMFwdI.mid",train,"Fauré, Gabriel"
"Fauré, Gabriel, Barcarolle No.11, Op.105, wxbZwGmJxdY.mid",train,"Fauré, Gabriel"
"Fauré, Gabriel, Barcarolle No.9, Op.101, ci4sLiOXEXs.mid",train,"Fauré, Gabriel"
"Fauré, Gabriel, Impromptu No.5, Op.102, oITTNVKfMUM.mid",train,"Fauré, Gabriel"
"Fauré, Gabriel, Nocturne No.7, Op.74, 1ujq_W2Cq3Q.mid",train,"Fauré, Gabriel"
"Fauré, Gabriel, Impromptu No.4, Op.91, 7kq6Has-hBI.mid",train,"Fauré, Gabriel"
"Fauré, Gabriel, Barcarolle No.12, Op.106, ADZE9ItZP2o.mid",train,"Fauré, Gabriel"
"Fauré, Gabriel, Barcarolle No.8, Op.96, LNsougxmfy8.mid",train,"Fauré, Gabriel"
"Fauré, Gabriel, Nocturne No.9, Op.97, _FzLaQ05ZFc.mid",train,"Fauré, Gabriel"
"Fauré, Gabriel, Barcarolle No.4, Op.44, sgAAJMRJfts.mid",train,"Fauré, Gabriel"
"Fauré, Gabriel, Nocturne No.4, Op.36, pTYvpsQ2if4.mid",train,"Fauré, Gabriel"
"Fauré, Gabriel, 3 Romances sans paroles, Op.17, 9RXkTbuCuvU.mid",train,"Fauré, Gabriel"
"Fauré, Gabriel, Barcarolle No.1, Op.26, Z0-SOATtK6c.mid",train,"Fauré, Gabriel"
"Fauré, Gabriel, Nocturne No.12, Op.107, GXVPsoq4GBQ.mid",train,"Fauré, Gabriel"
"Fauré, Gabriel, Barcarolle No.6, Op.70, vWGeoLN_0bI.mid",train,"Fauré, Gabriel"
"Fauré, Gabriel, 3 Nocturnes, Op.33, DE_amYpTn9c.mid",train,"Fauré, Gabriel"
"Godard, Benjamin, Amour fatal, 9K7s2LFgYRo.mid",train,"Godard, Benjamin"
"Godard, Benjamin, Valse No.5, Op.88, wCDhFfTPINA.mid",train,"Godard, Benjamin"
"Godard, Benjamin, Sur la mer, Op.44, pjp4BCH_W9s.mid",train,"Godard, Benjamin"
"Godard, Benjamin, Sonate Fantastique, Op.63, 9K7s2LFgYRo.mid",train,"Godard, Benjamin"
"Godard, Benjamin, Valse No.4, Op.75, Qt_4RVLpFWI.mid",train,"Godard, Benjamin"
"Godard, Benjamin, Valse No.7, Op.101, fJFEqVaoPFI.mid",train,"Godard, Benjamin"
"Godard, Benjamin, Valse No.15, Op.153, fJFEqVaoPFI.mid",train,"Godard, Benjamin"
"Godard, Benjamin, Valse No.2, Op.56, fJFEqVaoPFI.mid",train,"Godard, Benjamin"
"Godard, Benjamin, Valse No.10, Op.121, fJFEqVaoPFI.mid",train,"Godard, Benjamin"
"Godard, Benjamin, Gavotte, tAWn3b9WQNY.mid",train,"Godard, Benjamin"
"Godard, Benjamin, Amour! Amour!, 9K7s2LFgYRo.mid",train,"Godard, Benjamin"
"Godard, Benjamin, Au rouet, Op.85, uYxIqMvZr6o.mid",train,"Godard, Benjamin"
"Godard, Benjamin, Barcarolle No.3, Op.105, sMTdi5hvwDY.mid",train,"Godard, Benjamin"
"Godard, Benjamin, Au matin, Op.83, aUUvS-W7NXQ.mid",train,"Godard, Benjamin"
"Godard, Benjamin, Valse d'automne, Op.146, m4YhWsvZ2ys.mid",train,"Godard, Benjamin"
"Godard, Benjamin, Romance Sans Paroles, Op.120, poYkMGj7rZQ.mid",train,"Godard, Benjamin"
"Godard, Benjamin, Promenade en Mer, Op.86, BK0JgHXxxwI.mid",train,"Godard, Benjamin"
"Godard, Benjamin, Lanterne magique II, Op.55, xXpREgdcWLY.mid",train,"Godard, Benjamin"
"Godard, Benjamin, Lanterne magique III, Op.66, DE-8WUoFCaU.mid",train,"Godard, Benjamin"
"Godard, Benjamin, Lanterne magique V, Op.115, B-c9sekBb3s.mid",train,"Godard, Benjamin"
"Godard, Benjamin, Valse No.3, Op.71, fJFEqVaoPFI.mid",train,"Godard, Benjamin"
"Godard, Benjamin, En Songe, yw5Xihjkb-M.mid",train,"Godard, Benjamin"
"Godard, Benjamin, Lanterne magique I, Op.50, xXpREgdcWLY.mid",train,"Godard, Benjamin"
"Godard, Benjamin, Valse No.1, Op.26, bN8JeEFbcug.mid",train,"Godard, Benjamin"
"Godard, Benjamin, Novellozza, Op.47, JMvKEIrE4Ko.mid",train,"Godard, Benjamin"
"Gottschalk, Louis Moreau, Souvenirs d'Andalousie, Op.22, MUuwqHBBu6s.mid",train,"Gottschalk, Louis Moreau"
"Gottschalk, Louis Moreau, O, ma Charmante, épargnez moi!, Op.44, NQk9PGb5HDg.mid",train,"Gottschalk, Louis Moreau"
"Gottschalk, Louis Moreau, Le bananier, Op.5, J6aQzO4PmH8.mid",train,"Gottschalk, Louis Moreau"
"Gottschalk, Louis Moreau, Souvenir de Lima, Op.74, flPSffDxlp8.mid",train,"Gottschalk, Louis Moreau"
"Gottschalk, Louis Moreau, Ricordati, Op.26, X1nx-GzelBc.mid",train,"Gottschalk, Louis Moreau"
"Gottschalk, Louis Moreau, La Gallina, Op.53, LKsAFAMEcdU.mid",train,"Gottschalk, Louis Moreau"
"Gottschalk, Louis Moreau, Hurrah Galop, qU8GQh9ZVxI.mid",train,"Gottschalk, Louis Moreau"
"Gottschalk, Louis Moreau, La Colombe, Op.49, DrJ-sEeNAJA.mid",train,"Gottschalk, Louis Moreau"
"Gottschalk, Louis Moreau, Polka de Salon, Op.1, vhjokFcdp3c.mid",train,"Gottschalk, Louis Moreau"
"Gottschalk, Louis Moreau, Souvenir de Porto Rico, Op.31, Oq03rCQU1LE.mid",train,"Gottschalk, Louis Moreau"
"Gottschalk, Louis Moreau, Orfa, Op.71, CseOUq0nm5E.mid",train,"Gottschalk, Louis Moreau"
"Gottschalk, Louis Moreau, Le banjo, Op.15, Ul113TK2hEw.mid",train,"Gottschalk, Louis Moreau"
"Gottschalk, Louis Moreau, Pensive, Op.68, gDEaNE21I9I.mid",train,"Gottschalk, Louis Moreau"
"Gottschalk, Louis Moreau, Suis Moi!, Op.45, WV9kCNRgK40.mid",train,"Gottschalk, Louis Moreau"
"Gottschalk, Louis Moreau, Home Sweet Home, Op.51, uSZ8BpR9FMQ.mid",train,"Gottschalk, Louis Moreau"
"Gottschalk, Louis Moreau, Le mancenillier, Op.11, cyacSMm8Y90.mid",train,"Gottschalk, Louis Moreau"
"Gottschalk, Louis Moreau, La Savane, Op.3, yDbeuvFzPkY.mid",train,"Gottschalk, Louis Moreau"
"Gottschalk, Louis Moreau, The Dying Swan, Op.100, 1U50HicdKrA.mid",train,"Gottschalk, Louis Moreau"
"Gottschalk, Louis Moreau, The Last Hope, Op.16, tZZU4pTw9sc.mid",train,"Gottschalk, Louis Moreau"
"Handel, George Frideric, Minuet in D minor, HWV 462, Nz5QPIEwX04.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Air in B-flat major, HWV 471, S6eL95P6jvw.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Suite in A minor, eew-90TtWfo.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Air in G minor, HWV 467, W2t30FG3TXE.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Chaconne in G major, HWV 442, F-zsPKbO3ZY.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Air in F major, HWV 591, b97QFpkELuQ.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Suite in E minor, HWV 438, 82GylmHAJ-A.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Minuet in G major, HWV 423, U_TRHFv5UWU.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Capriccio in F major, HWV 481, xI7sSJAI78g.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Minuet in F major, HWV 518, b97QFpkELuQ.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Suite in G minor, HWV 439, eew-90TtWfo.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Air in D minor, HWV 461, u8itn575Mhg.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Capriccio in G minor, HWV 483, QqAcODiE3WQ.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Fugue in A minor, HWV 609, XHNAP4LSkvs.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Minuet in G minor, HWV 536, rcFQZnEuJSo.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Minuet in F major, HWV 519, b97QFpkELuQ.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Suite in B-flat major, HWV 440, rjBOqHFt0UY.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Minuet in F major, HWV 516, b97QFpkELuQ.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Minuet in F major, HWV 517, b97QFpkELuQ.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Minuet in A minor, HWV 549, r8r9tqySmJ8.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Keyboard Sonata in C major, HWV 577, 5F8xpdgDal8.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Prelude, HWV 562, qxYhUCfhl9Y.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Passepied in A major, HWV 560, N3zRepOJaks.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Suite, HWV 447, 26qhrU579xA.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Air in B-flat major, HWV 469, S6eL95P6jvw.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Air in A minor, HWV 604, jAx190WwZJ0.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Fugue in B-flat major, HWV 607, m7UmmndsCpI.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Suite, HWV 445, ZtXRNZrIq-M.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Minuet in A minor, HWV 603, kByYLcgHQ7k.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Air in C major, HWV 590, S6eL95P6jvw.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Keyboard Sonatina in D minor, HWV 581, CetDexRR3Ek.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Toccata, HWV 586, lDC0fC0_uJU.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Keyboard Sonatina in G major, HWV 582, 72_yxA36MpQ.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Minuet in G minor, HWV 538, rcFQZnEuJSo.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Passepied in C major, HWV 559, IKB-S0f1cg0.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Air in G major, HWV 594, -QVwJRscmDw.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Air in D major, AteXZAasHAI.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Minuet in F major, HWV 513, b97QFpkELuQ.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Suite, HWV 453, RPBnBVBJQFY.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Sonata in C major, HWV 598, mAutjWTnQa0.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Prelude in E major, HWV 566, fgjR8sNNWDQ.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Minuet in F major, HWV 514, b97QFpkELuQ.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Suite, HWV 449, tAbHjtWnvbY.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Keyboard Sonatina in G minor, HWV 583, AXHTelJVoH8.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Menuet in D minor, sFyypM1Avlc.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Minuet in G minor, HWV 540, jlGXOodXpCg.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Minuet in F major, HWV 515, b97QFpkELuQ.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Minuet in A minor, HWV 547, b97QFpkELuQ.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Minuet in F major, HWV 509, b97QFpkELuQ.mid",train,"Handel, George Frideric"
"Handel, George Frideric, Keyboard Sonatina in B-flat major, HWV 585, FMiGrsZePu0.mid",train,"Handel, George Frideric"
"Johnson, Charles Leslie, Barber Pole Rag, cenH9mNx_Uk.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, Apple Jack, Ua__cXC85BE.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, The Harvest Hop, 8A8kR3O8nfk.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, With Fire and Sword, GKSX0cw1my4.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, Dixie Twilight, _8bAlr2T0nI.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, Fawn Eyes, X6d5EnP__1I.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, Alabama Slide, NRR3XB6-EYQ.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, Dill Pickles Rag, 5iQ2M1cNgqQ.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, School Life, v2NnmyywnAM.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, Scandalous Thompson, zF5rrz3tfD0.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, Silver Star, yEgY9mMrgxE.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, Melody Rag, 9ilEOtDwASU.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, Tobasco, bw_33Jwbz9U.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, Beedle-Um-Bo, BglXkFra4Xk.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, Hen Cackle Rag, aB-fg8lBDHs.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, Fine and Dandy, 0n5HM2GaCSo.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, Yankee Bird, DVKoccDdGg4.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, A Black Smoke, sDoXziPAXxc.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, All the Money, px9W49TKtq8.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, Crazy Bone Rag, Fi7xM8UUJ2g.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, Iola, QzGM1tlPczQ.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, Cloud Kisser Rag, fc6ZtYLpds0.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, Doc Brown's Cake Walk, 4TMWQcoNsQk.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, Pigeon Wing Rag, BPz3Xwe9J4Q.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, Golden Spider Rag, 0bLlNB9B0EY.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, Wedding of the Fairies Waltz, m-KFUYVbRvM.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, Powder Rag, -tMOXapul4A.mid",train,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, Under the Southern Moon, NTl1KIZEZrc.mid",train,"Johnson, Charles Leslie"
"Joplin, Scott, March Majestic, mrUwN_M5E08.mid",train,"Joplin, Scott"
"Joplin, Scott, Binks' Waltz, tg_wM7Z6JG0.mid",train,"Joplin, Scott"
"Joplin, Scott, The Sycamore, RHdiuPxH91c.mid",train,"Joplin, Scott"
"Joplin, Scott, A Breeze from Alabama, nXe43xnOEf4.mid",train,"Joplin, Scott"
"Joplin, Scott, Pleasant Moments, 1vqoK1tHZV0.mid",train,"Joplin, Scott"
"Joplin, Scott, Weeping Willow, hrhgvBd5puo.mid",train,"Joplin, Scott"
"Joplin, Scott, Solace, oLNORRrRyMQ.mid",train,"Joplin, Scott"
"Joplin, Scott, The Cascades, TZVoFl_fD2k.mid",train,"Joplin, Scott"
"Joplin, Scott, The Strenuous Life, urKxJJYvYcM.mid",train,"Joplin, Scott"
"Joplin, Scott, Cleopha, a4Z3iK9frec.mid",train,"Joplin, Scott"
"Joplin, Scott, Eugenia, XAwA-OOzf7U.mid",train,"Joplin, Scott"
"Joplin, Scott, Palm Leaf Rag, NzySJNXVrsg.mid",train,"Joplin, Scott"
"Joplin, Scott, Felicity Rag, 0K28yCQWn5w.mid",train,"Joplin, Scott"
"Joplin, Scott, Wall Street Rag, nA766ansgNc.mid",train,"Joplin, Scott"
"Joplin, Scott, Bethena, SskkUtimyLI.mid",train,"Joplin, Scott"
"Joplin, Scott, The Nonpareil, LHbRjjoRH9Q.mid",train,"Joplin, Scott"
"Joplin, Scott, Augustan Club Waltz, PCFOmAT1MR8.mid",train,"Joplin, Scott"
"Joplin, Scott, Pine Apple Rag, nhQvqK67Iwc.mid",train,"Joplin, Scott"
"Joplin, Scott, Leola, ajxis8zj7Ow.mid",train,"Joplin, Scott"
"Joplin, Scott, Sugar Cane, a1gVONw2KwE.mid",train,"Joplin, Scott"
"Joplin, Scott, Heliotrope Bouquet, XnCFAjnYqyk.mid",train,"Joplin, Scott"
"Joplin, Scott, Antoinette, ATKwTONjgUs.mid",train,"Joplin, Scott"
"Joplin, Scott, Please Say You Will, kJcYVm1_Rlo.mid",train,"Joplin, Scott"
"Joplin, Scott, Rosebud, mKpzQSDvshs.mid",train,"Joplin, Scott"
"Joplin, Scott, Maple Leaf Rag, pMAtL7n_-rc.mid",train,"Joplin, Scott"
"Joplin, Scott, Rose Leaf Rag, aKarM4nPY-4.mid",train,"Joplin, Scott"
"Joplin, Scott, Scott Joplin's New Rag, C0vGk5MzVFI.mid",train,"Joplin, Scott"
"Lack, Théodore, Danse d'italie, Op.221, KlnQeE9citw.mid",train,"Lack, Théodore"
"Lack, Théodore, Valse-Tyrolienne, Op.153, o9bDq4q0x3Y.mid",train,"Lack, Théodore"
"Lack, Théodore, 12 Études élégantes, Op.30, AtC0CqLe9h0.mid",train,"Lack, Théodore"
"Lack, Théodore, Cabaletta, Op.83, S8ZQTTeALnI.mid",train,"Lack, Théodore"
"Lack, Théodore, Marche funèbre, Op.9, WLDKnOMUUMk.mid",train,"Lack, Théodore"
"Lack, Théodore, Boléro, Op.27, XrKM78uOzvg.mid",train,"Lack, Théodore"
"Lack, Théodore, Musette, Op.22, 5otsTXNT458.mid",train,"Lack, Théodore"
"Lack, Théodore, Danse slave, Op.156, 7EhyXlIwuoA.mid",train,"Lack, Théodore"
"Lack, Théodore, Valse blonde, Op.216, rrHmYXsDsj4.mid",train,"Lack, Théodore"
"Lack, Théodore, Bagatella, Op.54, UM3k6COlh0A.mid",train,"Lack, Théodore"
"Lack, Théodore, Bonne Brise, Op.244, LYzoetvzdK0.mid",train,"Lack, Théodore"
"Lack, Théodore, Moresque, Op.127, ntK2D6mlmn8.mid",train,"Lack, Théodore"
"Lack, Théodore, Gavotte du XVIIme siècle, Op.35, uVeU4TfXEpk.mid",train,"Lack, Théodore"
"Lack, Théodore, Moment de caprice, Op.242, A4nCXHd2ri4.mid",train,"Lack, Théodore"
"Lack, Théodore, Coquetterie, Op.7, 1SZITkQHJ1M.mid",train,"Lack, Théodore"
"Lack, Théodore, Sorrentina, Op.96, kN_bfcawijE.mid",train,"Lack, Théodore"
"Lack, Théodore, Pressentiments, Op.246, zGiQL3byNeg.mid",train,"Lack, Théodore"
"Lack, Théodore, Menuet hongrois, Op.275, lPcuQFMjx1s.mid",train,"Lack, Théodore"
"Lack, Théodore, Myosotis, Op.148, kSXKYAw_siw.mid",train,"Lack, Théodore"
"Lack, Théodore, Danse des farfadets, Op.11, t5ZGuvXmm4w.mid",train,"Lack, Théodore"
"Lack, Théodore, Bataille de Fleurs, Op.101, NcUSHr8IDYY.mid",train,"Lack, Théodore"
"Lack, Théodore, Caprice elégant, Op.180, bWlBtWkPesk.mid",train,"Lack, Théodore"
"Lack, Théodore, Petites études romantiques, Op.41, 4pUwrsaED_M.mid",train,"Lack, Théodore"
"Lack, Théodore, Villanelle, Op.23, zhuJtfjdGLc.mid",train,"Lack, Théodore"
"Lack, Théodore, Les étoiles filantes, Op.26, iZUOC1UlLVw.mid",train,"Lack, Théodore"
"Lack, Théodore, Idilio, Op.134, nF66gXwnCx0.mid",train,"Lack, Théodore"
"Lack, Théodore, Arietta, Op.97, GPc-oy5lG2M.mid",train,"Lack, Théodore"
"Lack, Théodore, Études artistiques, Op.91, KmDjHHcA41g.mid",train,"Lack, Théodore"
"Lack, Théodore, Danse-caprice, Op.28, t0u3VcueTWs.mid",train,"Lack, Théodore"
"Lack, Théodore, Impromptu-mazurk, Op.120, e96bmjFrCdg.mid",train,"Lack, Théodore"
"Lack, Théodore, Canzonetta giocosa, Op.10, bHtGfZOr9Cs.mid",train,"Lack, Théodore"
"Lack, Théodore, Menuet du XVIIIme. siècle, Op.36, XLW9wzDCHZc.mid",train,"Lack, Théodore"
"Lack, Théodore, Études de bravoure, Op.43, xl86CvynLDk.mid",train,"Lack, Théodore"
"Liszt, Franz, Petite valse favorite, S.212, j-JfB8dnk_o.mid",train,"Liszt, Franz"
"Liszt, Franz, Morceau de salon, S.142, IzflfgNt_S4.mid",train,"Liszt, Franz"
"Liszt, Franz, 6 Polish Songs, S.480, kljFhcJC838.mid",train,"Liszt, Franz"
"Liszt, Franz, Galop de bal, S.220, xowGECqRvCg.mid",train,"Liszt, Franz"
"Liszt, Franz, Wiegenlied, S.198, vqo0hKXZu38.mid",train,"Liszt, Franz"
"Liszt, Franz, Trauervorspiel und Trauermarsch, S.206, NtvLI0IfGrE.mid",train,"Liszt, Franz"
"Liszt, Franz, Walhall aus Der Ring des Nibelungen, S.449, 38c57_POobE.mid",train,"Liszt, Franz"
"Liszt, Franz, Fantaisie sur l'opéra hongroise Szép Ilonka, S.417, UN9uOL5EUCg.mid",train,"Liszt, Franz"
"Liszt, Franz, Hungarian Rhapsody No.4, S.244_4, YB860I9hMnI.mid",train,"Liszt, Franz"
"Liszt, Franz, Les adieux, S.409, rSrmtNNum3g.mid",train,"Liszt, Franz"
"Liszt, Franz, 5 Klavierstücke, S.192, KU3KglL3deA.mid",train,"Liszt, Franz"
"Liszt, Franz, Le rossignol, S.250_1, hOIm3iW_Y78.mid",train,"Liszt, Franz"
"Liszt, Franz, Faribolo Pasteur, S.236_1, RMhAjvhwjnw.mid",train,"Liszt, Franz"
"Liszt, Franz, Resignazione, S.187a_b, DoelUeC_6FI.mid",train,"Liszt, Franz"
"Liszt, Franz, Ballade aus dem Fliegenden Holländer, S.441, qnpgMTdWgj0.mid",train,"Liszt, Franz"
"Liszt, Franz, Hungarian Rhapsody No.11, S.244_11, CPiox6OKchg.mid",train,"Liszt, Franz"
"Liszt, Franz, Album-Leaf 'Preludio', S.164j, 5kpfHNIyiWI.mid",train,"Liszt, Franz"
"Liszt, Franz, Festpolonaise, S.230a, VdSxlzB8MDw.mid",train,"Liszt, Franz"
"Liszt, Franz, Trübe Wolken, S.199, tYKl41e_hoU.mid",train,"Liszt, Franz"
"Liszt, Franz, L'Idée fixe, S.395, J2FtAamHrWQ.mid",train,"Liszt, Franz"
"Liszt, Franz, Variation on a Waltz by Diabelli, S.147, 9DFP4Q5rGL8.mid",train,"Liszt, Franz"
"Liszt, Franz, Der du von dem Himmel bist, S.279, 6WuZqSqlSwE.mid",train,"Liszt, Franz"
