player_id,artist,song_split,album_split_0,album_split_1,album_split_2,midi_filepath
28,Roland Hanna,train,train,train,train,midi_brad/studio/Roland Hanna/Solo Piano/Indiana.mid
20,Horace Parlan,train,train,val,train,midi_brad/studio/Horace Parlan/The Maestro/Peace.mid
4,Art Tatum,train,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 5/Makin' Whoopee.mid"
12,Dick Hyman,train,train,train,train,midi_brad/studio/Dick Hyman/Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hammerstein/Getting To Know You.mid
0,Abdullah Ibrahim,val,train,train,train,midi_brad/studio/Abdullah Ibrahim/Ode to Duke Ellington (At Duke's Place)/What Really Happened in the Cornfields Is That the Birds Made Music All the Day and so I Let a Song Go out of My Heart at Duke's Place.mid
14,Ellis Marsalis,train,train,train,train,midi_brad/studio/Ellis Marsalis/Ruminations in New York/After.mid
26,Oscar Peterson,train,train,train,test,midi_brad/studio/Oscar Peterson/1951/For You.mid
12,Dick Hyman,train,train,train,train,midi_brad/studio/Dick Hyman/Dick Hyman Plays Fats Waller/Bach Up to Me.mid
28,Roland Hanna,val,train,train,train,midi_brad/studio/Roland Hanna/Solo Piano/Stompin' at the Savoy.mid
23,John Hicks,train,train,test,train,midi_brad/studio/John Hicks/Hicks Time/Reminds Me.mid
12,Dick Hyman,test,train,train,train,midi_brad/studio/Dick Hyman/In Recital (Live)/Music in the Air -  The Song Is You.mid
12,Dick Hyman,train,train,train,train,midi_brad/studio/Dick Hyman/Dick Hyman Plays Fats Waller/My fate is in your hands.mid
13,Duke Jordan,train,val,train,train,midi_brad/studio/Duke Jordan/In Copenhagen/Tea For TwoStar Dust.mid
14,Ellis Marsalis,test,train,train,test,midi_brad/studio/Ellis Marsalis/Duke In Blue/Melancholia.mid
13,Duke Jordan,train,train,train,test,midi_brad/studio/Duke Jordan/One For The Library/They Can't Take That Away From Me.mid
21,Jessica Williams,test,train,train,train,midi_brad/studio/Jessica Williams/All Alone/Toshiko.mid
12,Dick Hyman,val,train,train,train,midi_brad/studio/Dick Hyman/Dick Hyman Plays Duke Ellington/Doin' the Voom Voom.mid
6,Bill Cunliffe,train,test,test,train,midi_brad/studio/Bill Cunliffe/Playground Swing/Frere Jacques.mid
23,John Hicks,val,train,test,train,midi_brad/studio/John Hicks/Hicks Time/Heart to Heart.mid
21,Jessica Williams,train,train,train,train,midi_brad/studio/Jessica Williams/Solo Piano Compositions/Blues For Bill - for Bill Evans.mid
1,Alan Broadbent,train,train,test,train,"midi_brad/studio/Alan Broadbent/To the Evening Star/Baubles, Bangles and Beads.mid"
22,Joanne Brackeen,train,val,train,train,midi_brad/studio/Joanne Brackeen/Mythical Magic/Phantom's Forum.mid
6,Bill Cunliffe,val,train,train,train,midi_brad/studio/Bill Cunliffe/That Time of Year/On Christmas Day.mid
12,Dick Hyman,train,train,train,train,midi_brad/studio/Dick Hyman/Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hammerstein/Happy Talk.mid
15,Erroll Garner,train,train,train,train,midi_brad/studio/Erroll Garner/Afternoon Of An Elf/St. James Infirmary.mid
4,Art Tatum,train,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 4/Isn't This A Lovely Day.mid"
22,Joanne Brackeen,train,train,train,train,midi_brad/studio/Joanne Brackeen/Popsicle Illusion/The Touch of Your Lips.mid
13,Duke Jordan,train,train,train,test,midi_brad/studio/Duke Jordan/One For The Library/Two Loves.mid
15,Erroll Garner,val,train,test,train,midi_brad/studio/Erroll Garner/Soliloquy/You'd Be So Nice to Come Home To.mid
7,Brad Mehldau,train,train,val,train,midi_brad/studio/Brad Mehldau/Marian McPartland's Piano Jazz with Brad Mehldau/From This Moment On.mid
4,Art Tatum,train,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 3/Yesterdays.mid"
10,Dave McKenna,train,train,train,train,midi_brad/studio/Dave McKenna/Dave Fingers McKenna/San Antonio Rose.mid
17,George Cables,train,train,train,val,"midi_brad/studio/George Cables/You Don't Know Me, Vol. 2/Go Down Moses.mid"
4,Art Tatum,train,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 2/Elegy.mid"
28,Roland Hanna,train,train,train,train,midi_brad/studio/Roland Hanna/Duke Ellington Piano Solos/Reflections In D.mid
3,Andy Laverne,train,train,train,train,midi_brad/studio/Andy Laverne/Tadd's Delight/The Scene Is Clean.mid
12,Dick Hyman,train,test,train,train,midi_brad/studio/Dick Hyman/Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hart/Spring Is Here.mid
10,Dave McKenna,test,train,train,train,midi_brad/studio/Dave McKenna/Easy Street/On Green Dolphin Street.mid
18,George Shearing,train,train,val,train,midi_brad/studio/George Shearing/The Shearing Piano/So Would I.mid
0,Abdullah Ibrahim,train,train,train,train,midi_brad/studio/Abdullah Ibrahim/Dream Time/Blue Bolero - Blue Bolero II.mid
14,Ellis Marsalis,train,train,train,val,midi_brad/studio/Ellis Marsalis/Duke In Blue/Squatty Roo.mid
15,Erroll Garner,test,train,train,train,midi_brad/studio/Erroll Garner/Afternoon Of An Elf/Afternoon Of An Elf.mid
10,Dave McKenna,train,train,train,train,midi_brad/studio/Dave McKenna/Easy Street/Gone With The Wind.mid
29,Tete Montoliu,train,val,train,train,midi_brad/studio/Tete Montoliu/The Music I Like To Play - Vol. 4/Fair Weather.mid
12,Dick Hyman,train,train,train,train,midi_brad/studio/Dick Hyman/Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hammerstein/It Might As Well Be Spring.mid
26,Oscar Peterson,train,train,train,test,midi_brad/studio/Oscar Peterson/1951/Rose Room.mid
4,Art Tatum,val,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 3/Begin The Beguine.mid"
0,Abdullah Ibrahim,train,train,val,val,"midi_brad/studio/Abdullah Ibrahim/The Song Is My Story/For Coltrane, Pt. 2.mid"
12,Dick Hyman,train,train,train,train,midi_brad/studio/Dick Hyman/September Song - Dick Hyman Plays the Music of Kurt Weill/Foolish Heart.mid
0,Abdullah Ibrahim,train,test,train,train,midi_brad/studio/Abdullah Ibrahim/Solotude/District 6 (Reprise).mid
2,Alan Pasqua,train,train,train,train,midi_brad/studio/Alan Pasqua/Solo/Greta.mid
0,Abdullah Ibrahim,train,train,train,train,midi_brad/studio/Abdullah Ibrahim/Dream Time/Blue Bolero - Blue Bolero I.mid
2,Alan Pasqua,train,val,train,val,midi_brad/studio/Alan Pasqua/Day Dream/Prelude to a Kiss.mid
18,George Shearing,train,train,train,train,midi_brad/studio/George Shearing/Piano/Sweet And Lovely.mid
12,Dick Hyman,val,test,train,train,"midi_brad/studio/Dick Hyman/Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hart/If They Asked Me, I Could Write A Book.mid"
19,Hank Jones,train,train,train,train,"midi_brad/studio/Hank Jones/Handful Of Keys/How Ya, Baby  - Instrumental.mid"
4,Art Tatum,val,train,train,train,"midi_brad/studio/Art Tatum/The Complete Capitol Recordings (Vol. One)/Melody In F, Opus 3, No. 1.mid"
11,Denny Zeitlin,train,train,val,test,midi_brad/studio/Denny Zeitlin/Wherever You Are/Wherever You Are.mid
4,Art Tatum,train,train,val,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 7/Moon Song.mid"
12,Dick Hyman,train,train,train,train,midi_brad/studio/Dick Hyman/September Song - Dick Hyman Plays the Music of Kurt Weill/Green-up Time.mid
12,Dick Hyman,train,train,train,train,midi_brad/studio/Dick Hyman/September Song - Dick Hyman Plays the Music of Kurt Weill/Speak Low.mid
4,Art Tatum,test,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 2/September Song.mid"
10,Dave McKenna,train,train,train,train,midi_brad/studio/Dave McKenna/Dave Fingers McKenna/My Melancholy Baby.mid
29,Tete Montoliu,train,train,train,train,midi_brad/studio/Tete Montoliu/The Music I Like To Play - Vol.2/Parker's Mood.mid
12,Dick Hyman,train,train,train,train,midi_brad/studio/Dick Hyman/Dick Hyman Plays Fats Waller/Ain't Misbehavin'.mid
26,Oscar Peterson,train,train,val,train,"midi_brad/studio/Oscar Peterson/Exclusively for My Friends -  My Favorite Instrument, Vol. IV/Take the 'A' Train - Live.mid"
28,Roland Hanna,train,train,train,train,midi_brad/studio/Roland Hanna/Solo Piano/A Little Sweetenin' for Sweden.mid
4,Art Tatum,train,train,train,train,midi_brad/studio/Art Tatum/The Complete Capitol Recordings (Vol. One)/Sweet Lorraine.mid
2,Alan Pasqua,train,train,train,train,"midi_brad/studio/Alan Pasqua/Russian Peasant/It's A Long, Long Winter.mid"
0,Abdullah Ibrahim,val,train,train,train,midi_brad/studio/Abdullah Ibrahim/Dream Time/Trieste My Love.mid
21,Jessica Williams,train,train,train,train,midi_brad/studio/Jessica Williams/Solo Piano Compositions/Innocence - for Mary Lou Wiliams.mid
13,Duke Jordan,val,train,train,test,midi_brad/studio/Duke Jordan/One For The Library/No Problem.mid
16,Fred Hersch,train,test,test,train,midi_brad/studio/Fred Hersch/Songs From Home/After You've Gone.mid
25,Kenny Barron,val,test,train,train,"midi_brad/studio/Kenny Barron/Oscar, With Love -  The Songs of Oscar Peterson/Ballad for Benny Carter.mid"
18,George Shearing,train,train,val,train,midi_brad/studio/George Shearing/The Shearing Piano/Memories Of You.mid
5,Barry Harris,train,train,val,train,midi_brad/studio/Barry Harris/Listen To Barry Harris...Solo Piano (Reissue)/I Didn't Know What Time It Was.mid
4,Art Tatum,train,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 6/There's A Small Hotel.mid"
13,Duke Jordan,train,train,train,test,midi_brad/studio/Duke Jordan/One For The Library/Three Little Words.mid
29,Tete Montoliu,train,val,train,train,midi_brad/studio/Tete Montoliu/The Music I Like To Play - Vol. 4/Soul Eyes.mid
8,Cedar Walton,train,train,train,test,midi_brad/studio/Cedar Walton/Underground Memoirs/Sophisticated Lady.mid
10,Dave McKenna,train,train,train,train,midi_brad/studio/Dave McKenna/Dave Fingers McKenna/Somebody Else Is Taking My Place.mid
19,Hank Jones,train,test,train,val,midi_brad/studio/Hank Jones/SOLO 1976 A Tribute to Duke Ellington/Do Nothin' Till You Hear From Me.mid
28,Roland Hanna,test,train,train,train,midi_brad/studio/Roland Hanna/Duke Ellington Piano Solos/In A Sentimental Mood.mid
15,Erroll Garner,train,train,test,train,midi_brad/studio/Erroll Garner/Soliloquy/No More Time.mid
10,Dave McKenna,val,train,train,train,midi_brad/studio/Dave McKenna/This Is New -  Teddi King Sings Ira Gershwin/Long Ago And Far Away (Dave McKenna Piano Solo).mid
18,George Shearing,train,train,train,train,midi_brad/studio/George Shearing/Piano/Children's Waltz.mid
15,Erroll Garner,train,train,train,train,midi_brad/studio/Erroll Garner/Solo Time! The Erroll Garner Collection Vols. 4 & 5/Old Man River.mid
12,Dick Hyman,train,train,train,train,midi_brad/studio/Dick Hyman/Autumn in New York - Dick Hyman Plays the Music of Vernon Duke/Cabin in the Sky.mid
4,Art Tatum,test,train,test,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 7/Out Of Nowhere.mid"
17,George Cables,train,train,train,val,"midi_brad/studio/George Cables/You Don't Know Me, Vol. 2/Here's One.mid"
11,Denny Zeitlin,test,train,test,val,midi_brad/studio/Denny Zeitlin/Wherever You Are/The Meaning of the Blues.mid
4,Art Tatum,train,train,train,train,midi_brad/studio/Art Tatum/The Complete Capitol Recordings (Vol. One)/Willow Weep For Me.mid
4,Art Tatum,train,train,val,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 7/Smoke Gets In Your Eyes.mid"
12,Dick Hyman,train,test,train,train,midi_brad/studio/Dick Hyman/Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hart/Wait 'Til You See Her.mid
27,Ray Bryant,train,train,train,train,midi_brad/studio/Ray Bryant/Alone With The Blues/Rockin' Chair.mid
23,John Hicks,train,train,val,train,midi_brad/studio/John Hicks/Hicks Time/Hick's Time.mid
26,Oscar Peterson,train,train,train,train,midi_brad/studio/Oscar Peterson/Tracks (Remastered)/A Child Is Born - Remastered.mid
10,Dave McKenna,train,test,test,train,midi_brad/studio/Dave McKenna/Dancing In The Dark/I See Your Face Before Me.mid
28,Roland Hanna,train,train,train,train,midi_brad/studio/Roland Hanna/Solo Piano/Willow Weep for Me.mid
25,Kenny Barron,train,train,train,train,midi_brad/studio/Kenny Barron/At The Piano/Bud-Like.mid
29,Tete Montoliu,train,train,val,test,midi_brad/studio/Tete Montoliu/Solo Piano/Ruço.mid
0,Abdullah Ibrahim,train,train,train,train,midi_brad/studio/Abdullah Ibrahim/Dream Time/Sotho Blue.mid
26,Oscar Peterson,train,train,train,val,midi_brad/studio/Oscar Peterson/1951/Seven Come Eleven.mid
28,Roland Hanna,train,train,train,train,midi_brad/studio/Roland Hanna/Duke Ellington Piano Solos/Caravan.mid
10,Dave McKenna,train,train,train,train,midi_brad/studio/Dave McKenna/Dave McKenna -  Solo/Yesterday(s).mid
27,Ray Bryant,train,train,train,train,"midi_brad/studio/Ray Bryant/Alone With The Blues/Lover Man (Oh, Where Can You Be).mid"
29,Tete Montoliu,train,train,train,train,midi_brad/studio/Tete Montoliu/The Music I Like To Play - Vol.1/Old Folks.mid
6,Bill Cunliffe,train,train,train,val,"midi_brad/studio/Bill Cunliffe/Cunliffe, Bill -  Satisfaction/A Connecticut Yankee -  My heart stood still.mid"
3,Andy Laverne,train,train,train,train,midi_brad/studio/Andy Laverne/Tadd's Delight/Ladybird.mid
4,Art Tatum,train,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 4/Stardust.mid"
12,Dick Hyman,val,train,train,train,midi_brad/studio/Dick Hyman/Dick Hyman Plays Fats Waller/I've Got a Feeling I'm Falling.mid
19,Hank Jones,train,test,train,val,midi_brad/studio/Hank Jones/SOLO 1976 A Tribute to Duke Ellington/Just Squeeze Me.mid
3,Andy Laverne,train,train,train,train,midi_brad/studio/Andy Laverne/Tadd's Delight/Tadd's Delight.mid
18,George Shearing,train,train,train,train,midi_brad/studio/George Shearing/Piano/Happiness Is A Thing Called Joe.mid
25,Kenny Barron,train,train,train,train,midi_brad/studio/Kenny Barron/Flight Path/Slow Grind.mid
12,Dick Hyman,test,train,train,train,midi_brad/studio/Dick Hyman/Autumn in New York - Dick Hyman Plays the Music of Vernon Duke/Suddenly.mid
0,Abdullah Ibrahim,train,train,test,val,midi_brad/studio/Abdullah Ibrahim/The Song Is My Story/African Dawn.mid
4,Art Tatum,train,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 6/Just Like A Butterfly That's Caught In The Rain.mid"
6,Bill Cunliffe,val,train,train,train,"midi_brad/studio/Bill Cunliffe/That Time of Year/Lo, how a rose e'er Blooming.mid"
18,George Shearing,train,train,val,train,midi_brad/studio/George Shearing/The Shearing Piano/Tenderly.mid
4,Art Tatum,train,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 2/Would You Like To Take A Walk.mid"
13,Duke Jordan,train,train,test,train,"midi_brad/studio/Duke Jordan/Solo Master Pieces, Vol. 2/Duke's Delight.mid"
10,Dave McKenna,train,train,train,train,midi_brad/studio/Dave McKenna/Easy Street/On The Street Where You Live.mid
0,Abdullah Ibrahim,train,test,train,train,midi_brad/studio/Abdullah Ibrahim/Solotude/Trieste My Love.mid
0,Abdullah Ibrahim,train,train,train,train,midi_brad/studio/Abdullah Ibrahim/Senzo/Mamma.mid
8,Cedar Walton,train,train,train,test,midi_brad/studio/Cedar Walton/Underground Memoirs/Milestones.mid
8,Cedar Walton,train,test,test,train,midi_brad/studio/Cedar Walton/Blues For Myself (Piano Solo)/Bridge Work.mid
12,Dick Hyman,train,train,train,train,midi_brad/studio/Dick Hyman/Autumn in New York - Dick Hyman Plays the Music of Vernon Duke/The Love I Long For.mid
6,Bill Cunliffe,train,train,train,val,"midi_brad/studio/Bill Cunliffe/Cunliffe, Bill -  Satisfaction/Revenge With Music -  You and the Night and the Music.mid"
0,Abdullah Ibrahim,train,train,train,train,midi_brad/studio/Abdullah Ibrahim/Senzo/Nisa.mid
29,Tete Montoliu,train,train,train,train,midi_brad/studio/Tete Montoliu/Yellow Dolphin Street/I Hate You.mid
17,George Cables,train,val,train,train,midi_brad/studio/George Cables/You Don't Know Me Volume I/You Don't Know Me.mid
4,Art Tatum,train,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 5/Don't Worry 'Bout Me.mid"
0,Abdullah Ibrahim,train,test,train,train,midi_brad/studio/Abdullah Ibrahim/Solotude/Blue Bolero.mid
12,Dick Hyman,train,train,train,train,midi_brad/studio/Dick Hyman/Broadway Songbook/As Long As I Live.mid
15,Erroll Garner,train,train,val,train,"midi_brad/studio/Erroll Garner/Soliloquy/I Surrender, Dear.mid"
20,Horace Parlan,val,val,train,test,midi_brad/studio/Horace Parlan/Musically Yours/Ill wind.mid
4,Art Tatum,train,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 6/Over The Rainbow.mid"
29,Tete Montoliu,val,train,train,train,midi_brad/studio/Tete Montoliu/The Music I Like To Play - Vol. 3/Rhythm-A-Ning.mid
4,Art Tatum,train,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 4/Aunt Hagar's Blues.mid"
17,George Cables,train,test,train,train,midi_brad/studio/George Cables/You Don't Know Me Volume I/Helen Mother's Song.mid
28,Roland Hanna,train,train,train,train,midi_brad/studio/Roland Hanna/Solo Piano/Love for Sale.mid
26,Oscar Peterson,val,train,train,train,midi_brad/studio/Oscar Peterson/Tracks (Remastered)/Ja-Da - Remastered.mid
4,Art Tatum,train,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 5/I Gotta Right To Sing The Blues.mid"
0,Abdullah Ibrahim,train,train,train,train,midi_brad/studio/Abdullah Ibrahim/Ode to Duke Ellington (At Duke's Place)/Rose Got It Bad in Harlem.mid
14,Ellis Marsalis,train,train,train,val,midi_brad/studio/Ellis Marsalis/Duke In Blue/Mood Indigo.mid
11,Denny Zeitlin,train,train,test,val,midi_brad/studio/Denny Zeitlin/Wherever You Are/Time Remembers One Time Once.mid
0,Abdullah Ibrahim,train,train,train,train,midi_brad/studio/Abdullah Ibrahim/Dream Time/Machopi.mid
2,Alan Pasqua,train,train,train,train,midi_brad/studio/Alan Pasqua/Solo/As Pretty As The Moon.mid
0,Abdullah Ibrahim,train,train,train,train,midi_brad/studio/Abdullah Ibrahim/Dream Time/Song for Lawrence Brown.mid
14,Ellis Marsalis,train,train,train,train,midi_brad/studio/Ellis Marsalis/Ruminations in New York/Somehow.mid
3,Andy Laverne,train,train,train,train,midi_brad/studio/Andy Laverne/Tadd's Delight/On a Misty Night.mid
12,Dick Hyman,train,val,train,train,midi_brad/studio/Dick Hyman/Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hart/You Are Too Beautiful.mid
0,Abdullah Ibrahim,train,train,train,train,midi_brad/studio/Abdullah Ibrahim/Senzo/Ocean & The River.mid
0,Abdullah Ibrahim,train,train,train,train,midi_brad/studio/Abdullah Ibrahim/Senzo/Pula.mid
29,Tete Montoliu,train,train,train,train,midi_brad/studio/Tete Montoliu/The Music I Like To Play - Vol.2/Don't Blame Me.mid
29,Tete Montoliu,train,train,train,train,midi_brad/studio/Tete Montoliu/The Music I Like To Play - Vol. 3/Let's Call This.mid
7,Brad Mehldau,val,train,train,test,midi_brad/studio/Brad Mehldau/Suite -  April 2020/New York State of Mind.mid
15,Erroll Garner,train,train,train,train,midi_brad/studio/Erroll Garner/Solo Time! The Erroll Garner Collection Vols. 4 & 5/Flamingo.mid
18,George Shearing,train,train,val,train,midi_brad/studio/George Shearing/The Shearing Piano/My Funny Valentine.mid
8,Cedar Walton,train,train,train,test,midi_brad/studio/Cedar Walton/Underground Memoirs/Someday My Prince Will Come.mid
0,Abdullah Ibrahim,train,train,train,train,midi_brad/studio/Abdullah Ibrahim/Ode to Duke Ellington (At Duke's Place)/Two Spirituals.mid
29,Tete Montoliu,train,train,train,train,midi_brad/studio/Tete Montoliu/Yellow Dolphin Street/Walse For Nicolien.mid
0,Abdullah Ibrahim,train,train,train,train,midi_brad/studio/Abdullah Ibrahim/Senzo/Tookah.mid
21,Jessica Williams,train,train,train,train,midi_brad/studio/Jessica Williams/Solo Piano Compositions/Visions - for John Coltrane.mid
20,Horace Parlan,train,train,test,train,midi_brad/studio/Horace Parlan/The Maestro/Ruby My Dear.mid
10,Dave McKenna,train,train,train,train,midi_brad/studio/Dave McKenna/Easy Street/After You've Gone.mid
22,Joanne Brackeen,train,train,train,train,midi_brad/studio/Joanne Brackeen/Popsicle Illusion/If I Were a Bell.mid
1,Alan Broadbent,test,train,val,train,midi_brad/studio/Alan Broadbent/To the Evening Star/Amfortas 'Lament (Song of the Flower Maidens).mid
18,George Shearing,train,test,train,test,midi_brad/studio/George Shearing/Grand Piano/How Insensitive.mid
3,Andy Laverne,train,test,train,train,midi_brad/studio/Andy Laverne/In The Mood For A Classic/I'll keep loving you.mid
16,Fred Hersch,test,train,train,train,midi_brad/studio/Fred Hersch/Thelonious -  Fred Hersch Plays Monk/Let's Cool One.mid
8,Cedar Walton,train,val,val,train,midi_brad/studio/Cedar Walton/Blues For Myself (Piano Solo)/Wonder Why.mid
10,Dave McKenna,train,train,train,train,midi_brad/studio/Dave McKenna/Dave Fingers McKenna/Chloe.mid
0,Abdullah Ibrahim,train,train,val,val,midi_brad/studio/Abdullah Ibrahim/The Song Is My Story/Open Door Within.mid
2,Alan Pasqua,train,val,train,val,midi_brad/studio/Alan Pasqua/Day Dream/The Sounds Around the House.mid
29,Tete Montoliu,train,train,train,train,midi_brad/studio/Tete Montoliu/The Music I Like To Play - Vol. 3/Blues Five Spot.mid
3,Andy Laverne,train,val,train,train,midi_brad/studio/Andy Laverne/In The Mood For A Classic/Tempus fugit.mid
12,Dick Hyman,train,train,train,train,midi_brad/studio/Dick Hyman/Autumn in New York - Dick Hyman Plays the Music of Vernon Duke/What Is There to Say.mid
22,Joanne Brackeen,train,train,train,train,midi_brad/studio/Joanne Brackeen/Popsicle Illusion/Telavivision.mid
0,Abdullah Ibrahim,test,train,train,train,midi_brad/studio/Abdullah Ibrahim/Ode to Duke Ellington (At Duke's Place)/Impressions on a Caravan.mid
22,Joanne Brackeen,train,test,train,train,midi_brad/studio/Joanne Brackeen/Mythical Magic/Hobbits.mid
16,Fred Hersch,train,test,val,train,midi_brad/studio/Fred Hersch/Songs From Home/All I Want.mid
17,George Cables,train,train,train,val,"midi_brad/studio/George Cables/You Don't Know Me, Vol. 2/Smoke Gets in Your Eyes.mid"
4,Art Tatum,train,train,test,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 7/Mighty Like A Rose.mid"
10,Dave McKenna,train,train,train,train,midi_brad/studio/Dave McKenna/Dave Fingers McKenna/Someday Sweetheart.mid
19,Hank Jones,train,test,train,val,midi_brad/studio/Hank Jones/SOLO 1976 A Tribute to Duke Ellington/Alone Together.mid
8,Cedar Walton,train,test,val,train,midi_brad/studio/Cedar Walton/Blues For Myself (Piano Solo)/Sophisticated Lady.mid
7,Brad Mehldau,train,train,train,test,midi_brad/studio/Brad Mehldau/Suite -  April 2020/I. waking up.mid
19,Hank Jones,train,train,train,train,midi_brad/studio/Hank Jones/Handful Of Keys/Keeping Out Of Mischief Now - Instrumental.mid
8,Cedar Walton,train,train,train,test,midi_brad/studio/Cedar Walton/Underground Memoirs/Skylark.mid
25,Kenny Barron,train,train,train,train,midi_brad/studio/Kenny Barron/At The Piano/Calypso.mid
29,Tete Montoliu,train,train,test,val,midi_brad/studio/Tete Montoliu/Solo Piano/Walse for Nicolien.mid
18,George Shearing,train,train,test,train,midi_brad/studio/George Shearing/The Shearing Piano/Stella By Starlight.mid
15,Erroll Garner,train,train,train,train,midi_brad/studio/Erroll Garner/Solo Time! The Erroll Garner Collection Vols. 4 & 5/Coquette.mid
22,Joanne Brackeen,train,val,train,train,midi_brad/studio/Joanne Brackeen/Mythical Magic/Now or Never.mid
12,Dick Hyman,train,train,train,train,midi_brad/studio/Dick Hyman/Blues in the Night -  Dick Hyman Plays Harold Arlen/You Said It.mid
10,Dave McKenna,val,train,train,train,midi_brad/studio/Dave McKenna/Dave Fingers McKenna/Curses Of An Aching Heart Number 2.mid
3,Andy Laverne,val,test,train,train,midi_brad/studio/Andy Laverne/In The Mood For A Classic/Celia.mid
10,Dave McKenna,train,train,train,train,midi_brad/studio/Dave McKenna/This Is New -  Teddi King Sings Ira Gershwin/One Life To Live (Dave McKenna Piano Solo).mid
2,Alan Pasqua,train,train,train,train,midi_brad/studio/Alan Pasqua/Solo/Improvisation 2.mid
28,Roland Hanna,train,train,train,train,midi_brad/studio/Roland Hanna/Solo Piano/Roses Not Mums.mid
17,George Cables,train,train,train,test,"midi_brad/studio/George Cables/You Don't Know Me, Vol. 2/The Way We Were.mid"
13,Duke Jordan,train,train,test,train,"midi_brad/studio/Duke Jordan/Solo Master Pieces, Vol. 2/Lullaby of the Orient.mid"
12,Dick Hyman,train,train,train,train,midi_brad/studio/Dick Hyman/Broadway Songbook/Begin The Beguine.mid
11,Denny Zeitlin,train,train,test,test,midi_brad/studio/Denny Zeitlin/Wherever You Are/I Hear a Rhapsody.mid
29,Tete Montoliu,train,train,train,train,midi_brad/studio/Tete Montoliu/The Music I Like To Play - Vol.1/Time For Love.mid
10,Dave McKenna,train,test,val,train,midi_brad/studio/Dave McKenna/Dancing In The Dark/Something To Remember You By.mid
28,Roland Hanna,train,train,train,train,midi_brad/studio/Roland Hanna/Solo Piano/All the Things You Are.mid
10,Dave McKenna,train,train,train,train,midi_brad/studio/Dave McKenna/Dave McKenna -  Solo/I Wonder Why.mid
10,Dave McKenna,train,train,train,train,midi_brad/studio/Dave McKenna/Dave Fingers McKenna/As Time Goes By.mid
12,Dick Hyman,train,train,train,train,midi_brad/studio/Dick Hyman/Autumn in New York - Dick Hyman Plays the Music of Vernon Duke/I'm Gonna Ring the Bell Tonight.mid
13,Duke Jordan,train,train,test,train,"midi_brad/studio/Duke Jordan/Solo Master Pieces, Vol. 2/My Heart Skips a Beat.mid"
18,George Shearing,train,train,train,train,midi_brad/studio/George Shearing/Piano/Miss Invisible.mid
19,Hank Jones,train,train,train,train,midi_brad/studio/Hank Jones/Handful Of Keys/Squeeze Me - Instrumental.mid
18,George Shearing,train,train,train,train,midi_brad/studio/George Shearing/Piano/It's You Or No One.mid
20,Horace Parlan,train,train,train,train,midi_brad/studio/Horace Parlan/In Copenhagen/I Waited For You.mid
8,Cedar Walton,train,train,train,test,midi_brad/studio/Cedar Walton/Underground Memoirs/Everytime We Say Goodbye.mid
26,Oscar Peterson,val,train,train,test,midi_brad/studio/Oscar Peterson/1951/Air Mail Special.mid
15,Erroll Garner,train,train,train,train,midi_brad/studio/Erroll Garner/Solo Time! The Erroll Garner Collection Vols. 4 & 5/That Old Black Magic.mid
12,Dick Hyman,train,train,train,train,midi_brad/studio/Dick Hyman/Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hammerstein/If I Loved You.mid
14,Ellis Marsalis,train,train,train,test,midi_brad/studio/Ellis Marsalis/Duke In Blue/Duke In Blue.mid
29,Tete Montoliu,train,train,train,train,midi_brad/studio/Tete Montoliu/The Music I Like To Play - Vol. 3/April In Paris.mid
